CURRENTOPERATORNAME,WELL COUNT,CURRENTOPERATORCODE,CURRENTOPERATORCODE,OperatorShort,OperatorAlias,OperatorTicker,CompanyType,Merged,Notes
SOUTHLAND ROYALTY COMPANY,936,31427,31427,SOUTHLAND,MORNINGSTAR,,PRIVATE,NO,
WOODS PETROLEUM CORPORATION,936,36891,36891,WOODS,WOODS,,PRIVATE,NO,
CHAMPLIN PETROLEUM COMPANY,923,6151,6151,CHAMPLIN,ANADARKO,APC,PUBLIC,NO,
BROWN GEORGE R PARTNERSHIP LP THE,920,213238,213238,GR BROWN,GR BROWN,,PRIVATE,NO,
JONES L E OPERATING INCORPORATED,913,133106,133106,LE JONES,LE JONES,,PRIVATE,NO,
ENRON OIL & GAS COMPANY,909,10679,10679,ENRON,EOG,EOG,PUBLIC,NO,
BLUESTONE NATURAL RES II LLC,908,238782,238782,BLUESTONE,BLUESTONE,,PRIVATE,NO,
BEREXCO LLC,907,230500,230500,BEREXCO,BEREXCO,,PRIVATE,NO,
TEXAS AMERICAN RESOURCES COMPANY,906,132998,132998,TEXAS AMERICAN,TARC,,PRIVATE,NO,
SAGA PETROLEUM LLC OF COLORADO,903,227204,227204,SAGA,SAGA,,PRIVATE,NO,
BHP BILLITON PETROLEUM(TXLA OP) COMPANY,891,251109,251109,BHP BILLITON,BHP BILLITON,BBL,PUBLIC,NO,
GINCO OPERATING COMPANY,885,94829,94829,GINCO,GINCO,,PRIVATE,NO,
ABRAXAS PETROLEUM CORPORATION,881,348,348,ABRAXAS,ABRAXAS,AXAS,PUBLIC,NO,
PETROLEUM DEVELOPMENT CORPORATION,877,91333,91333,PDC,PDC,PDCE,PUBLIC,NO,
LORAL OPERATING LIMITED LIABILITY CORP,872,215021,215021,LORAL,LORAL,,PRIVATE,NO,
COX JOHN L,870,7654,7654,JOHN L COX,JOHN L COX,,PRIVATE,NO,
CML EXPLORATION LIMITED LIABILITY CORP,866,226933,226933,CML,CML,,PRIVATE,NO,
STANOLIND OIL,864,50661,50661,STANOLIND,BP,BP,PUBLIC,YES,
CRAWLEY PETROLEUM CORPORATION,856,7743,7743,CRAWLEY,CRAWLEY,,PRIVATE,NO,
ACOCK/ANAQUA OPERATING COMPANY LC,855,211604,211604,ACOCK,ACOCK,,PRIVATE,NO,
MAGNUM PRODUCING LIMITED PARTNERSHIP,844,214840,214840,MAGNUM,MAGNUM,,PRIVATE,NO,
HNG OIL COMPANY,842,15356,15356,HNG,EOG,EOG,PUBLIC,YES,
LARIO OIL & GAS COMPANY,841,74900,74900,LARIO,LARIO,,PRIVATE,NO,
CABOT OIL & GAS CORPORATION,838,52379,52379,CABOT,CABOT,COG,PUBLIC,NO,
SUNDOWN ENERGY LIMITED PARTNERSHIP,833,217588,217588,SUNDOWN,SUNDOWN,,PRIVATE,NO,
WIL-MC OIL CORPORATION,831,36275,36275,WIL-MC,HARBERT,,PRIVATE,YES,
AMERICO ENERGY RESOURCES LLC,830,172388,172388,AMERICO,AMERICO,,PRIVATE,NO,
KILLAM O W,828,55108,55108,KILLAM,KILLAM,,PRIVATE,NO,
HELMERICH & PAYNE INCORPORATED,827,14904,14904,H&P,CIMAREX,XEC,PUBLIC,NO,
SPESS OIL COMPANY,825,31562,31562,SPESS,SPESS,,PRIVATE,NO,
PPC OPERATING COMPANY LLC,822,239240,239240,PPC,PLANTATION,,PRIVATE,NO,
HINKLE OIL & GAS INC,814,218089,218089,HINKLE,HINKLE,,PRIVATE,NO,
SILVERBOW RESOURCES OPER LLC,808,273836,273836,SILVERBOW,SILVERBOW,,PRIVATE,NO,
WARD PETROLEUM CORPORATION,808,35491,35491,WARD,WARD,,PRIVATE,NO,
RESOLUTE NATURAL RESOURCES,801,217679,217679,RESOLUTE,RESOLUTE,,PRIVATE,NO,
WINDSOR ENERGY GROUP LLC,800,209284,209284,WINDSOR,WINDSOR,,PRIVATE,NO,
BURNETT OIL COMPANY INCORPORATED,800,4789,4789,BURNETT,BURNETT,,PRIVATE,NO,
SHALLOW PRODUCTION OPER LLC,796,275487,275487,SHALLOW,SHALLOW,,,,couldn't find any info
BOAZ ENERGY II OPERATING LLC,792,256133,256133,BOAZ,BOAZ,,PRIVATE,NO,
CIRCLE 9 RESOURCES LLC,792,251129,251129,CIRCLE 9,CIRCLE 9,,PRIVATE,NO,
MATADOR PRODUCTION COMPANY,791,216084,216084,MATADOR,MATADOR,,PRIVATE,NO,
CITIES SERVICE,791,133916,133916,CITIES SERVICE,OXY,OXY,PUBLIC,NO,
WHITE STAR PETROLEUM LLC,788,269477,269477,WHITE STAR,WHITE STAR,,PRIVATE,NO,
SYNERGY OFFSHORE LLC,778,235532,235532,SYNERGY,SOG RESOURCES,,PRIVATE,NO,
INDIAN TERR ILLUMINATING OIL COMPANY,777,142342,142342,INDIAN TERR,CITGO,,PRIVATE,YES,
TEXAS SECONDARY OIL CORPORATION,776,87738,87738,TEXAS SECONDARY,TSOC,,PRIVATE,NO,
HENDRIX JOHN H CORPORATION,774,17494,17494,HENDRIX,HENDRIX,,PRIVATE,NO,
WISER OIL COMPANY THE,773,36715,36715,WISER,SABINE,,PRIVATE,YES,
SUE-ANN OPERATING COMPANY,772,87405,87405,SUE-ANN,SUE-ANN,,PRIVATE,NO,
WESCO OPERATING,769,74017,74017,WESCO,KIRKWOOD,,PRIVATE,NO,
JAY MANAGEMENT COMPANY LLC,768,134914,134914,JAY,JAY,,PRIVATE,NO,
RANGE PRODUCTION COMPANY,763,152757,152757,RANGE,RANGE,RRC,PUBLIC,NO,
SUNRAY MID CONTINENT OIL COMPANY,763,32328,32328,SUNRAY,SUNOCO,SUN,PUBLIC,NO,
NADEL & GUSSMAN,756,23793,23793,NADEL,NADEL,,PRIVATE,NO,
CLAYTON WILLIAMS ENERGY INCORPORATED,755,129252,129252,CLAYTON WILLIAMS,NOBLE,NBL,PUBLIC,YES,
ANADARKO PRODUCTION COMPANY,752,1132,1132,ANADARKO,ANADARKO,APC,PUBLIC,NO,
GENERAL CRUDE OIL COMPANY,748,74690,74690,GENERAL,EXXON,XOM,PUBLIC,YES,
LADD PETROLEUM CORPORATION,747,70981,70981,LADD,QUESTAR,STR,PUBLIC,YES,
REDBUD E&P LLC,744,246612,246612,REDBUD,REDBUD,,PRIVATE,NO,
SUNRAY OIL CORPORATION,743,214413,214413,SUNRAY,SUNOCO,SUN,PUBLIC,NO,
TIDEWATER OIL COMPANY,738,33615,33615,TIDEWATER,CHEVRON,CVX,PUBLIC,YES,
LOGOS OPERATING LLC,737,242829,242829,LOGOS,LOGOS,,PRIVATE,NO,
GULF PRODUCTION CORPORATION,736,81981,81981,GULF,CHEVRON,CVX,PUBLIC,YES,
COLUMBUS ENERGY LIMITED LIABILITY CORP,733,226565,226565,COLUMBUS,COLUMBUS,,PRIVATE,NO,
TEXACO USA,723,98611,98611,TEXACO,CHEVRON,CVX,PUBLIC,YES,
NATRONA COUNTY HOLDINGS LLC,722,264053,264053,NATRONA,NATRONA,,PRIVATE,NO,
HOUSTON OIL & MINERALS CORPORATION,721,15757,15757,HOUSTON,DEVON,DVN,PUBLIC,YES,
BULLSEYE OPERATING LLC,721,221785,221785,BULLSEYE,BULLSEYE,,PRIVATE,NO,
SUMMIT PETROLEUM LIMITED LIABILITY CORP,720,225829,225829,SUMMIT PETRO,SUMMIT PETRO,,PRIVATE,NO,
SURGE OPERATING LLC,718,266703,266703,SURGE,SURGE,,PRIVATE,NO,
BRG PETROLEUM LIMITED LIABILITY CORP,714,216948,216948,BRG,BRG,,PRIVATE,NO,
BEARCAT ENERGY LLC (COLORADO),713,238474,238474,BEARCAT,BEARCAT,,PRIVATE,NO,
OMIMEX CANADA LIMITED,708,214937,214937,OMIMEX,OMIMEX,,PRIVATE,NO,
CALLON PETROLEUM OPERATING,708,131653,131653,CALLON,CALLON,CPE,PUBLIC,NO,
TEXAS PACIFIC OIL COMPANY,707,87726,87726,TEXAS PACIFIC,SUNOCO,SUN,PUBLIC,NO,
STANDARD OIL COMPANY OF TEXAS,699,66882,66882,STANDARD OIL,CHEVRON,CVX,PUBLIC,YES,
QUESTAR EXPLORATION & PRODUCTION CO,697,153590,153590,QUESTAR,QUESTAR,QEP,PUBLIC,NO,
ANSCHUTZ CORPORATION,695,1269,1269,ANSCHUTZ,ANSCHUTZ,,PRIVATE,NO,
INLAND PRODUCTION COMPANY,692,132265,132265,INLAND,INLAND,,PRIVATE,NO,
POGO PRODUCING COMPANY,691,26663,26663,POGO,PLAINS,PXP,PUBLIC,YES,
REMORA MANAGEMENT LIMITED LIABILITY CORP,684,217755,217755,REMORA,REMORA,,PRIVATE,NO,
CARRIZO EAGLE FORD LLC,683,244300,244300,CARRIZO,CARRIZO,CRZO,PUBLIC,NO,Sold portions only
CEP MID-CONTINENT LIMITED LIABILITY CORP,680,226766,226766,CEP MID-CON,SANCHEZ,SPP,PUBLIC,YES,Constellation Energy Partners became Sanchez Production Partners LLC
GAITHER PETROLEUM CORPORATION,680,125540,125540,GAITHER,GAITHER,,PRIVATE,NO,
KINGWOOD OIL COMPANY,679,18665,18665,KINGWOOD,KINGWOOD,,PRIVATE,NO,
SOUTHERN MINERALS CORPORATION,676,31401,31401,SOUTHERN,SOUTHERN MINERALS,,PRIVATE,NO,
BROWN TOM INCORPORATED,675,4472,4472,TOM BROWN,ENCANA,ECA,PUBLIC,YES,
PRODUCERS OIL COMPANY,672,92432,92432,PRODUCERS,CHEVRON,CVX,PUBLIC,YES,
JENEX PETROLEUM CORPORATION,671,73469,73469,JENEX,JENEX,,PRIVATE,NO,
BASS ENTERPRISES PRODUCTION COMPANY,666,2539,2539,BASS,BEPCO,,PRIVATE,NO,
BAYLOR OPERATING LLC,665,269314,269314,BAYLOR,BAYLOR,,PRIVATE,NO,
EXTEX OPERATING COMPANY,664,174284,174284,EXTEX,EXTEX,,PRIVATE,NO,
STATOIL TEXAS ONSHORE PROPERTY LLC,663,247670,247670,STATOIL,EQUINOR,EQNR,PUBLIC,NO,name change
MULL DRILLING COMPANY INCORPORATED,658,23571,23571,MULL,MULL,,PRIVATE,NO,
MITCHELL ENERGY CORPORATION,656,22969,22969,MITCHELL,DEVON,DVN,PUBLIC,NO,
BXP OPERATING LIMITED LIABILITY CORP,656,213984,213984,BXP,BXP,,PRIVATE,NO,
FOREST PRODUCING CORPORATION,656,162037,162037,FOREST,SABINE,,PRIVATE,YES,
PINNACLE GAS RESOURCES INCORPORATED,655,214146,214146,PINNACLE,SUMMIT GAS,,PRIVATE,NO,
FOUR STAR OIL & GAS COMPANY,649,72673,72673,FOUR STAR,CHEVRON,CVX,PUBLIC,YES,
ATLAS OPERATING LLC,648,231358,231358,ATLAS,PIONEER,,PRIVATE,NO,
BLACK DIAMOND ENERGY INCORPORATED,643,214145,214145,BLACK DIAMOND,BLACK DIAMOND,,PRIVATE,NO,
XOG OPERATING LIMITED LIABILITY CORP,639,217520,217520,XOG,XOG OPERATING,,PRIVATE,NO,
WELDER EXPLORATION & PRODUCTION INC,639,208949,208949,WELDER,WELDER,,PRIVATE,NO,
SPECIAL ENERGY CORPORATION,638,31516,31516,SPECIAL,SEC,,PRIVATE,NO,
SNYDER OIL CORPORATION,635,77321,77321,SNYDER,DEVON,DVN,PUBLIC,YES,
PEAK POWDER RIVER RESOURCES LLC,633,241885,241885,PEAK,PPRR,,PRIVATE,NO,
CHANDLER & ASSOCIATES INCORPORATED,631,68006,68006,CHANDLER,CHANDLER,,PRIVATE,NO,
NBI SERVICES INCORPORATED,629,121799,121799,NBI,NBI,,PRIVATE,NO,
CRIMSON EXPLORATION OPERATING INC,627,221241,221241,CRIMSON,CONTANGO,MCF,PUBLIC,YES,
UNKNOWN OPERATOR,625,145455,145455,UNKNOWN,UNKNOWN,,,,
TAPSTONE ENERGY LLC,625,257364,257364,TAPSTONE,TAPSTONE,,PRIVATE,NO,
STOUT ENERGY INCORPORATED,625,132416,132416,STOUT,STOUT,,PRIVATE,NO,
FAULCONER VERNON E INCORPORATED,624,11233,11233,FAULCONER,FAULCONER,,PRIVATE,NO,
UTAH GAS OPERATING LTD DBA UTAH GAS CORP,622,277283,277283,UTAH GAS,UTAH GAS,,PRIVATE,NO,
TRINITY RIVER ENERGY OPERATING,622,265453,265453,TRINITY RIVER,TRINITY RIVER,,PRIVATE,NO,
COX & HAMON,617,60568,60568,COX-HAMON,COX-HAMON,,PRIVATE,NO,
BRECK OPERATING CORPORATION,616,4099,4099,BRECK,BRECK,,PRIVATE,NO,
DOHENY PATRICK A,614,73277,73277,DOHENY,DOHENY,,PRIVATE,NO,
AMPLIFY ENERGY OPERATING LLC,614,273350,273350,AMPLIFY,AMPLIFY,AMPY,PUBLIC,NO,
ATLS PRODUCTION COMPANY LLC,613,264542,264542,ATLS,TITAN,TTEN,PUBLIC,NO,
STEPHENS PRODUCTION COMPANY,611,31857,31857,STEPHENS,STEPHENS,,PRIVATE,NO,
MARTENS & PECK OPERATING,610,74952,74952,MARTENS,MARTENS,,PRIVATE,NO,
HAMMAN OIL & REFINING COMPANY,609,14225,14225,HAMMAN,HAMMAN,,PRIVATE,NO,
MONTANA POWER COMPANY,609,75003,75003,MONTANA,NORTHWESTERN,NWE,PUBLIC,YES,
KRUMME OIL COMPANY,607,18970,18970,KRUMME,KRUMME,,PRIVATE,NO,
BAYSWATER EXPLORATION & PRODUCTION LLC,605,236938,236938,BAYSWATER,BAYSWATER,,PRIVATE,NO,
LATIGO OIL & GAS INCORPORATED,605,61848,61848,LATIGO,LATIGO,,PRIVATE,NO,
SN OPERATING LLC,603,257307,257307,SN,SN,,PRIVATE,NO,
MIDSTATES PETROLEUM COMPANY LLC,602,228797,228797,MIDSTATES,MIDSTATES,MPO,PUBLIC,NO,
P O & G OPERATING LLC,601,222470,222470,PO&G,PO&G,,PRIVATE,NO,
SAMSON EXPLORATION LLC,598,238794,238794,SAMSON EXPLORATION,SAMSON EXPLORATION,,PRIVATE,NO,
W T G EXPLORATION,597,104015,104015,WTG,WTG,,PRIVATE,NO,
RIM OPERATING INCORPORATED,595,127907,127907,RIM,RIM,,PRIVATE,NO,
ARCO PERMIAN,595,130163,130163,ARCO,BP,BP,PUBLIC,YES,
MUSTANG FUEL CORPORATION,591,79108,79108,MUSTANG,MUSTANG,,PRIVATE,NO,
KERR-MCGEE CORPORATION,591,18454,18454,KERR-MCGEE,ANADARKO,APC,PUBLIC,YES,
VIRTEX OPERATING COMPANY INCORPORATED,589,227193,227193,VIRTEX,VIRTEX,,PRIVATE,NO,
ENERPLUS RESOURCES (USA) CORPORATION,588,220764,220764,ENERPLUS,ENERPLUS,ERF,PUBLIC,NO,
OMIMEX PETROLEUM INCORPORATED,588,24932,24932,OMIMEX,OMIMEX,,PRIVATE,NO,
DEVON ENERGY CORPORATION,587,9102,9102,DEVON,DEVON,DVN,PUBLIC,YES,
OSAGE PARTNERS LLC,585,247373,247373,OSAGE,OSAGE,,PRIVATE,NO,
DEWBRE PETROLEUM CORPORATION,585,58036,58036,DEWBRE,DEWBRE,,PRIVATE,NO,
LAYTON OIL COMPANY,584,19622,19622,LAYTON,LAYTON,,PRIVATE,NO,
BLUE WATER RESOURCES LLC,584,276292,276292,BLUE WATER,BLUE WATER,,PRIVATE,NO,Affilate of the BROE Group
BLACKWELL OIL & GAS COMPANY,581,43138,43138,BLACKWELL,BLACKWELL,,PRIVATE,NO,
COMAR OIL,581,43919,43919,COMAR,CONOCOPHILLIPS,COP,PUBLIC,YES,
ZARVONA ENERGY LLC,581,242175,242175,ZARVONA,ZARVONA,,PRIVATE,NO,
SAGE ENERGY COMPANY,577,29588,29588,SAGE,SAGE,,PRIVATE,NO,
ENHANCED ENERGY PARTNERS CORP,576,220991,220991,ENHANCED ENERGY,ENHANCED ENERGY,,PRIVATE,NO,
EAGLE FORD OIL COMPANY INC,569,235454,235454,EAGLE FORD,EAGLE FORD,,PRIVATE,NO,
MERRION OIL & GAS CORPORATION,569,39665,39665,MERRION,MERRION,,PRIVATE,NO,
OLSEN ENERGY INCORPORATED,569,24897,24897,OLSEN,OLSEN,,PRIVATE,NO,
BLAKE PRODUCTION COMPANY INCORPORATED,566,97869,97869,BLAKE,BLAKE,,PRIVATE,NO,
INDEPENDENT OIL & GAS COMPANY,566,125267,125267,INDEPENDENT,INDEPENDENT,,PRIVATE,NO,
WS OIL & GAS OPERATING LLC,565,267267,267267,WS,WS,,PRIVATE,NO,
RICHARDSON OPERATING COMPANY,565,127619,127619,RICHARDSON,RICHARDSON,,PRIVATE,NO,
CEJA CORPORATION,564,5991,5991,CEJA,CEJA,,PRIVATE,NO,
SABER OIL & GAS VENTURES LLC,563,231699,231699,SABER,SABER,,PRIVATE,NO,
MILLENNIUM RESOURCES LP,562,220367,220367,MILLENNIUM,MILLENNIUM,,PRIVATE,NO,
COX EDWIN L,562,75563,75563,EDWIN L COX,EDWIN L COX,,PRIVATE,NO,
VICEROY PETROLEUM LP,562,231057,231057,VICEROY,VICEROY,,PRIVATE,NO,
TANDEM ENERGY CORPORATION,561,134665,134665,TANDEM,TANDEM,,PRIVATE,NO,
WAVE PETROLEUM OPERATING LLC,560,260539,260539,WAVE,MBI,,PRIVATE,NO,
ORYAN OIL & GAS,559,84916,84916,ORYAN,ORYAN,,PRIVATE,NO,
MCR LIMITED LIABILITY CORPORATION,559,215065,215065,MCR,MCR,,PRIVATE,NO,
SHARP IMAGE ENERGY INCORPORATED,557,30451,30451,SHARP IMAGE,SHARP IMAGE,,PRIVATE,NO,
CMS OIL & GAS COMPANY,550,174468,174468,CMS,CMS,,PRIVATE,NO,
QUATRO OIL & GAS INCORPORATED,550,85673,85673,QUATRO,QUATRO,,PRIVATE,NO,
ORLAND OIL & GAS LLC,549,227627,227627,ORLAND,ORLAND,,PRIVATE,NO,
PENN VIRGINIA OIL & GAS LP,548,219902,219902,PENN VIRGINIA,PENN VIRGINIA,PVAC,PUBLIC,NO,
BERRY THOMAS N & COMPANY,548,3000,3000,THOMAS N BERRY,THOMAS N BERRY,,PRIVATE,NO,
TERRA RESOURCES INCORPORATED,547,32991,32991,TERRA RESOURCES,MARATHON,MRO,PUBLIC,YES,bought by Pacific Enterprises
SEAGULL OPERATING COMPANY INCORPORATED,546,30157,30157,SEAGULL,SEAGULL,,PRIVATE,NO,
DELRAY OIL INCORPORATED,546,8927,8927,DELRAY,DELRAY,,PRIVATE,NO,
COMPASS ENERGY OPERATING LLC,542,259321,259321,COMPASS,COMPASS,,PRIVATE,NO,
ANADARKO MINERALS INCORPORATED,541,133772,133772,ANADARKO MINERALS,ANADARKO MINERALS,,PRIVATE,NO,
BELCO PETROLEUM NORTH AMERICA,539,76098,76098,BELCO,EOG,EOG,PUBLIC,YES,
EXXONMOBIL PRODUCTION COMPANY,535,208845,208845,EXXONMOBIL,EXXONMOBIL,XOM,PUBLIC,NO,
PETROSAURUS INCORPORATED,532,237752,237752,PETROSAURUS,PETROSAURUS,,PRIVATE,NO,
MONSANTO COMPANY,531,23146,23146,MONSANTO,BHP BILLITON,BBL,PUBLIC,YES,
MALLON OIL COMPANY,530,21104,21104,MALLON,BLACK HILLS,BKH,PUBLIC,YES,
DISCOVERY OPERATING INCORPORATED,530,9266,9266,DISCOVERY,DISCOVERY,,PRIVATE,NO,
BLACK HILLS EXPLORATION & PRODUCTION INC,528,202903,202903,BLACK HILLS,BLACK HILLS,BKH,PUBLIC,YES,
QUINTANA PETROLEUM CORPORATION,528,27269,27269,QUINTANA,QUINTANA,,PRIVATE,NO,
MURFIN DRILLING COMPANY,528,23615,23615,MURFIN,MURFIN,,PRIVATE,NO,
DEXXON INCORPORATED,527,9133,9133,DEXXON,DEXXON,,PRIVATE,NO,
OKLAHOMA NATURAL GAS TRANS,527,37446,37446,OKLAHOMA NATURAL GAS,ONEOK,OKE,PUBLIC,NO,
ENCORE OPERATING LIMITED PARTNERSHIP,527,182913,182913,ENCORE,DENBURY,DNR,PUBLIC,YES,
KD ENERGY LIMITED LIABILITY CORP,526,228159,228159,KD,KD,,PRIVATE,NO,
PETRO-CANADA RESOURCES (USA) INC,525,217008,217008,PETRO-CANADA,SUNCOR,SU,PUBLIC,YES,
TAMARACK PETROLEUM COMPANY INCORPORATED,523,32719,32719,TAMARACK,TAMARACK,,PRIVATE,NO,
MARBOB ENERGY CORPORATION,522,21232,21232,MARBOB,CONCHO,CXO,PUBLIC,NO,
WARREN E&P INCORPORATED,521,214303,214303,WARREN,WARREN,,PRIVATE,NO,
SEABOARD OIL COMPANY,520,66603,66603,SEABOARD,SEABOARD,,PRIVATE,NO,
BRAVO ARKOMA LLC,517,266304,266304,BRAVO,BRAVO,,PRIVATE,NO,
FINA OIL & CHEMICAL COMPANY,517,11364,11364,FINA,TOTAL,TOT,PUBLIC,NO,
BURK ROYALTY COMPANY,516,4747,4747,BURK,BURK,,PRIVATE,NO,
BERRY PETROLEUM COMPANY,516,2989,2989,BERRY,BERRY,BRRP,PUBLIC,NO,
PETRO HARVESTER OPERATING CO LLC,511,235236,235236,PETRO HARVESTER,PETRO HARVESTER,,PRIVATE,NO,
CHAMPLIN OIL & REFINING COMPANY,510,6150,6150,CHAMPLIN,CHAMPLIN,,,,purchased in pieces by multiple companies
GEOSOUTHERN ENERGY CORPORATION,510,56868,56868,GEOSOUTHERN,GEOSOUTHERN,,PRIVATE,NO,
CLEARLY PETROLEUM LLC,510,266035,266035,CLEARLY,CLEARLY,,PRIVATE,NO,
M & K OIL COMPANY,509,74930,74930,M&K,M&K,,PRIVATE,NO,
OSBORN HEIRS COMPANY,508,25043,25043,OSBORN,OSBORN,,PRIVATE,NO,
CITIES SERVICE COMPANY,506,6594,6594,CITIES SERVICE,OXY,OXY,PUBLIC,NO,
SOCONY MOBIL OIL COMPANY INCORPORATED,504,31238,31238,SOCONY MOBIL,EXXON,XOM,PUBLIC,NO,
KEENER OIL & GAS COMPANY,503,131594,131594,KEENER,KEENER,,PRIVATE,NO,
HUNTINGTON ENERGY LLC,502,133511,133511,HUNTINGTON,HUNTINGTON,,PRIVATE,NO,
LONGFELLOW ENERGY LP,499,225871,225871,LONGFELLOW,LONGFELLOW,,PRIVATE,NO,
BEARD OIL COMPANY INCORPORATED,499,2685,2685,BEARD,BEARD,,PRIVATE,NO,
WCS OIL & GAS CORPORATION,499,35653,35653,WCS,WCS,,PRIVATE,NO,
BALLARD PETROLEUM HOLDINGS LLC,497,209038,209038,BALLARD,BALLARD,,PRIVATE,NO,
JONES & PELLOW OIL COMPANY,495,17696,17696,JONES & PELLOW,JONES & PELLOW,,PRIVATE,NO,
NBL PERMIAN LLC,493,272616,272616,NOBLE,NOBLE,NBL,PUBLIC,NO,
PHILLIPS PETROLEUM COMPANY ETAL,493,65966,65966,PHILLIPS,PHILLIPS,PSX,PUBLIC,YES,
MIDWEST OIL,492,71238,71238,MIDWEST,,,,,
COLEMAN OIL & GAS INCORPORATED,491,7052,7052,COLEMAN,COLEMAN,,PRIVATE,NO,
MESA PETROLEUM COMPANY,491,22478,22478,MESA,PIONEER,PXD,PUBLIC,NO,
KOVAR OPERATING LLC,490,248189,248189,KOVAR,KOVAR,,PRIVATE,NO,
HRC OPERATING LLC,489,251287,251287,HRC,HALCON,HK,PUBLIC,YES,
COBRA OIL & GAS CORPORATION,488,6957,6957,COBRA,COBRA,,PRIVATE,NO,
BEREN CORPORATION,486,2946,2946,BEREN,BEREN,,PRIVATE,NO,
SALMON CORPORATION,485,29625,29625,SALMON,,,,,
ARROW ENERGY INCORPORATED,485,58531,58531,ARROW,SHELL,,PUBLIC,NO,
PHILLIPS & MILAM,484,89511,89511,PHILLIPS & MILAM,,,,,
BARRETT RESOURCES CORPORATION,484,79339,79339,BARRETT RESOURCES,WPX,WPX,PUBLIC,YES,
CRAWFORD HUGHES OPERATING CO,482,228143,228143,CRAWFORD HUGHES,CRAWFORD HUGHES,,PRIVATE,NO,
SMITH PIPE OF ABILENE,481,31072,31072,SMITH PIPE,,,,,
ASHLAND EXPLORATION INCORPORATED,481,1634,1634,ASHLAND,MARATHON,MRO,PUBLIC,YES,
SARATOGA PRODUCTION COMPANY,481,76875,76875,SARATOGA,SARATOGA,SARA,PUBLIC,NO,
HIGHMOUNT EXPL & PROD TX LLC,480,227027,227027,HIGHMOUNT,ENERVEST,,PRIVATE,YES,
TAG TEAM RESOURCES LLC,476,153569,153569,TAG TEAM,TAG TEAM,,PRIVATE,NO,
CHOLLA PETROLEUM INCORPORATED,474,6483,6483,CHOLLA,CHOLLA,,PRIVATE,NO,
PATINA OIL & GAS CORPORATION,472,134206,134206,PATINA,NOBLE,NBL,PUBLIC,YES,
EL PASO E & P COMPANY L P,471,220347,220347,EL PASO,KINDERMORGAN,KMI,PUBLIC,YES,
SUNDANCE OIL COMPANY,471,72962,72962,SUNDANCE,SUNDANCE,,PRIVATE,NO,
DEEP ROCK OIL CORPORATION,471,44330,44330,DEEP ROCK,ANADARKO,APC,PUBLIC,YES,acquired by Kerr-McGee
MCFADDEN OIL COMPANY - JACK W,470,22048,22048,MCFADDEN,,,,,
HENRY PETROLEUM LLC,470,265446,265446,HENRY,,,,,
BANNER OIL & GAS LLC,469,234877,234877,BANNER,,,,,
NORTH CENTRAL OIL CORPORATION,466,24307,24307,NORTH,,,,,
LAMAMCO DRILLING COMPANY,465,46847,46847,LAMAMCO,,,,,
TWIN STATES OIL,465,51387,51387,TWIN STATES,,,,,
I T I O,463,46204,46204,ITIO,,,,,
ANDERSON-PRICHARD OIL CORPORATION,463,61496,61496,ANDERSON-PRICHARD,,,,,
INEXCO OIL COMPANY,462,16320,16320,INEXCO,,,,,
PEARL BILL H PRODUCTIONS INCORPORATED,462,25762,25762,BILL H PEARL,,,,,
LONGS PEAK RESOURCES LLC,462,269540,269540,LONGS PEAK,,,,,
WESTPORT OIL & GAS COMPANY LP,461,211240,211240,WESTPORT,ANADARKO,APC,PUBLIC,YES,was a subsidiary of Kerr McGee
PRODUCTION RESOURCES INCORPORATED,461,90679,90679,PRODUCTION RESOURCES,,,,,
USA EXPLORATION & PRODUCTION LLC,460,223490,223490,USA E&P,,,,,
DYCO PETROLEUM CORPORATION,460,9868,9868,DYCO,,,,,
BETTIS BOYLE & STOVALL,457,3037,3037,BETTIS BOYLE & STOVALL,,,,,
SERVICE DRILLING COMPANY,456,30337,30337,SERVICE,,,,,
PETROGLYPH OPERATING COMPANY INC,456,130003,130003,PETROGLYPH,,,,,
HUSKY OIL COMPANY,454,16135,16135,HUSKY,,,,,
MARATHON OIL PERMIAN LLC,454,273827,273827,MARATHON,MARATHON,MRO,PUBLIC,NO,
READ & STEVENS INCORPORATED,452,27880,27880,READ & STEVENS,,,,,
MCBRIDE W C INCORPORATED,452,21780,21780,MCBRIDE,,,,,
MARLAND OIL COMPANY,451,96133,96133,MARLAND,CONOCOPHILLIPS,COP,PUBLIC,YES,
J-W OPERATING COMPANY,450,16683,16683,J-W,,,,,
SAHARA OPERATING COMPANY,448,86395,86395,SAHARA,,,,,
PETRO-LEWIS CORPORATION,448,26160,26160,PETRO-LEWIS,,,,,
CAMBRIAN MANAGEMENT LIMITED,444,209534,209534,CAMBRIAN,,,,,
PITTS ENERGY COMPANY,444,26571,26571,PITTS,,,,,
FAIRWAY RESOURCES OPER III LLC,443,271609,271609,FAIRWAY,,,,,
HAWKWOOD ENERGY OPERATING LLC,442,257961,257961,HAWKWOOD,HAWKWOOD,,PRIVATE,NO,
EASON OIL COMPANY,442,10064,10064,EASON,,,,,
U S OPERATING INCORPORATED,441,34477,34477,US OPERATING,,,,,
KOCH EXPLORATION COMPANY,441,18864,18864,KOCH,KOCH,,PRIVATE,NO,
TIGER OIL COMPANY,440,75339,75339,TIGER,,,,,
TREY RESOURCES INCORPORATED,440,51292,51292,TREY,,,,,
